entry_time,exit_time,direction,contracts,entry_price,exit_price,stop_price,exit_reason,pnl_gross,pnl_net,hold_bars
2017-12-04 00:00:00+00:00,2017-12-05 00:00:00+00:00,LONG,1,1138.8651378215488,1119.0811396374106,1102.061123066968,EOD_FLAT,-197.84,-202.09,1
2017-12-05 00:00:00+00:00,2017-12-06 00:00:00+00:00,LONG,1,1126.2812423246712,1115.8964309832522,1090.9971826111448,EOD_FLAT,-103.85,-108.1,1
2017-12-06 00:00:00+00:00,2017-12-07 00:00:00+00:00,LONG,1,1118.9360830786773,1113.7113911405863,1088.164157875604,EOD_FLAT,-52.25,-56.5,1
2017-12-07 00:00:00+00:00,2017-12-08 00:00:00+00:00,LONG,1,1117.9376055418406,1100.1849382366634,1087.101461691329,EOD_FLAT,-177.53,-181.78,1
2017-12-08 00:00:00+00:00,2017-12-11 00:00:00+00:00,LONG,1,1117.7843457439092,1091.4805518172984,1071.7544164250858,EOD_FLAT,-263.04,-267.29,3
2017-12-11 00:00:00+00:00,2017-12-12 00:00:00+00:00,LONG,1,1102.5728769963052,1083.948085310197,1062.7538547396177,EOD_FLAT,-186.25,-190.5,1
2017-12-12 00:00:00+00:00,2017-12-13 00:00:00+00:00,LONG,1,1091.9439243626855,1106.1233993846013,1055.6099010839603,EOD_FLAT,141.79,137.54,1
2017-12-13 00:00:00+00:00,2017-12-13 00:00:00+00:00,SHORT,3,1081.2983419584746,1074.5968588689257,1074.4968588689258,STOP_HIT,201.04,188.29,0
2017-12-22 00:00:00+00:00,2017-12-25 00:00:00+00:00,LONG,1,1092.1449304711257,1078.3211634186462,1048.4126144730244,EOD_FLAT,-138.24,-142.49,3
2017-12-25 00:00:00+00:00,2017-12-26 00:00:00+00:00,LONG,1,1079.4156667358857,1064.4145036277278,1049.032050362839,EOD_FLAT,-150.01,-154.26,1
2017-12-26 00:00:00+00:00,2017-12-27 00:00:00+00:00,LONG,1,1073.515472187002,1057.9250863015782,1035.3172625274908,EOD_FLAT,-155.9,-160.15,1
2017-12-27 00:00:00+00:00,2017-12-28 00:00:00+00:00,LONG,1,1072.8293033252905,1059.346269250331,1027.7624587748485,EOD_FLAT,-134.83,-139.08,1
2017-12-28 00:00:00+00:00,2017-12-29 00:00:00+00:00,LONG,1,1058.0247810755789,1062.6613385442877,1030.185687009592,EOD_FLAT,46.37,42.12,1
2017-12-29 00:00:00+00:00,2018-01-01 00:00:00+00:00,LONG,1,1060.8800694225272,1066.434417295757,1034.431428781656,EOD_FLAT,55.54,51.29,3
2018-01-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,SHORT,1,1064.052195655618,1039.1659990615076,1039.0659990615077,STOP_HIT,248.86,244.61,0
2018-02-06 00:00:00+00:00,2018-02-07 00:00:00+00:00,LONG,1,1085.6873397948889,1071.5549187247495,1046.6786135971374,EOD_FLAT,-141.32,-145.57,1
2018-02-07 00:00:00+00:00,2018-02-08 00:00:00+00:00,LONG,1,1077.4199055278004,1063.997261801734,1041.547176375656,EOD_FLAT,-134.23,-138.48,1
2018-02-08 00:00:00+00:00,2018-02-09 00:00:00+00:00,LONG,1,1071.3333700934077,1084.2023812347238,1034.6109064150742,EOD_FLAT,128.69,124.44,1
2018-02-09 00:00:00+00:00,2018-02-09 00:00:00+00:00,SHORT,2,1068.806881252123,1053.7231583794107,1053.6231583794108,STOP_HIT,301.67,293.17,0
2018-05-30 00:00:00+00:00,2018-05-31 00:00:00+00:00,LONG,1,1098.9824312637086,1082.432483199364,1053.9318416549327,EOD_FLAT,-165.5,-169.75,1
2018-05-31 00:00:00+00:00,2018-06-01 00:00:00+00:00,LONG,1,1082.968102464112,1100.4780989985995,1055.304591563071,EOD_FLAT,175.1,170.85,1
2018-06-01 00:00:00+00:00,2018-06-01 00:00:00+00:00,SHORT,2,1084.032058150401,1071.8709051545704,1071.7709051545705,STOP_HIT,243.22,234.72,0
2018-12-28 00:00:00+00:00,2018-12-31 00:00:00+00:00,LONG,1,1091.6030546636741,1094.4101629802456,1055.34261181357,EOD_FLAT,28.07,23.82,3
2018-12-31 00:00:00+00:00,2019-01-01 00:00:00+00:00,LONG,1,1085.9810057580087,1088.6054681206883,1065.1390794697015,EOD_FLAT,26.24,21.99,1
2019-01-01 00:00:00+00:00,2019-01-02 00:00:00+00:00,LONG,1,1094.6794571727914,1091.9618481227067,1060.1736072068752,EOD_FLAT,-27.18,-31.43,1
2019-01-02 00:00:00+00:00,2019-01-03 00:00:00+00:00,LONG,1,1093.799542537568,1079.730482768727,1064.7688270251324,EOD_FLAT,-140.69,-144.94,1
2019-01-03 00:00:00+00:00,2019-01-04 00:00:00+00:00,LONG,1,1092.1859392911758,1092.6649735351498,1051.781515878939,EOD_FLAT,4.79,0.54,1
2019-01-04 00:00:00+00:00,2019-01-07 00:00:00+00:00,LONG,2,1077.2116454489496,1091.5135033666595,1063.3652196904468,EOD_FLAT,286.04,277.54,3
2019-01-07 00:00:00+00:00,2019-01-08 00:00:00+00:00,LONG,1,1091.9812304084357,1094.2463955673024,1063.6687138437233,EOD_FLAT,22.65,18.4,1
2019-01-08 00:00:00+00:00,2019-01-09 00:00:00+00:00,LONG,1,1086.9067966654088,1115.4291102150287,1066.7820341027416,EOD_FLAT,285.22,280.97,1
2019-01-09 00:00:00+00:00,2019-01-09 00:00:00+00:00,SHORT,2,1095.7022927778323,1085.8064565471086,1085.7064565471087,STOP_HIT,197.92,189.42,0
2019-02-08 00:00:00+00:00,2019-02-11 00:00:00+00:00,LONG,1,1161.6719630552545,1129.862353647723,1114.7413010806677,EOD_FLAT,-318.1,-322.35,3
2019-02-11 00:00:00+00:00,2019-02-12 00:00:00+00:00,LONG,1,1147.3621429510429,1131.017538393604,1095.8188004336898,EOD_FLAT,-163.45,-167.7,1
2019-02-12 00:00:00+00:00,2019-02-13 00:00:00+00:00,LONG,1,1128.1501142309694,1141.6298883509505,1098.694860871516,EOD_FLAT,134.8,130.55,1
2019-02-13 00:00:00+00:00,2019-02-13 00:00:00+00:00,SHORT,1,1133.8266829803827,1110.0510009296045,1109.9510009296046,STOP_HIT,237.76,233.51,0
2019-02-15 00:00:00+00:00,2019-02-18 00:00:00+00:00,LONG,1,1142.654111114312,1119.2375646635107,1088.3400099542089,EOD_FLAT,-234.17,-238.42,3
2019-02-18 00:00:00+00:00,2019-02-19 00:00:00+00:00,LONG,1,1120.8932657904888,1117.8862211997025,1088.6970013799717,EOD_FLAT,-30.07,-34.32,1
2019-02-19 00:00:00+00:00,2019-02-20 00:00:00+00:00,LONG,1,1121.01807131495,1137.3840672453262,1088.906015983149,EOD_FLAT,163.66,159.41,1
2019-02-20 00:00:00+00:00,2019-02-20 00:00:00+00:00,SHORT,2,1118.726279792073,1106.582922232829,1106.4829222328292,STOP_HIT,242.87,234.37,0
2019-03-19 00:00:00+00:00,2019-03-20 00:00:00+00:00,LONG,1,1122.4122190261678,1120.1331077615587,1091.5103998715888,EOD_FLAT,-22.79,-27.04,1
2019-03-20 00:00:00+00:00,2019-03-21 00:00:00+00:00,LONG,1,1120.1521816866089,1109.7708742757166,1095.3647802296227,EOD_FLAT,-103.81,-108.06,1
2019-03-21 00:00:00+00:00,2019-03-22 00:00:00+00:00,LONG,1,1117.7606112991962,1116.4007022381577,1084.7624103237083,EOD_FLAT,-13.6,-17.85,1
2019-03-22 00:00:00+00:00,2019-03-25 00:00:00+00:00,LONG,1,1115.7935395765098,1105.7886451793647,1092.4238512549923,EOD_FLAT,-100.05,-104.3,3
2019-03-25 00:00:00+00:00,2019-03-26 00:00:00+00:00,LONG,1,1119.3420428155239,1100.8097621854797,1080.6701269158198,EOD_FLAT,-185.32,-189.57,1
2019-03-26 00:00:00+00:00,2019-03-27 00:00:00+00:00,LONG,1,1102.3369406612687,1095.330100291367,1076.4226101559495,EOD_FLAT,-70.07,-74.32,1
2019-03-27 00:00:00+00:00,2019-03-28 00:00:00+00:00,LONG,1,1097.7025411091654,1107.4210193909962,1071.9491219874876,EOD_FLAT,97.18,92.93,1
2019-03-28 00:00:00+00:00,2019-03-28 00:00:00+00:00,SHORT,2,1097.5029013745427,1083.6919428195822,1083.5919428195823,STOP_HIT,276.22,267.72,0
2019-04-15 00:00:00+00:00,2019-04-16 00:00:00+00:00,LONG,1,1111.3134473579448,1096.9292804662302,1067.4535218483632,EOD_FLAT,-143.84,-148.09,1
2019-04-16 00:00:00+00:00,2019-04-17 00:00:00+00:00,LONG,1,1094.610015285524,1090.6622698762046,1069.521851472954,EOD_FLAT,-39.48,-43.73,1
2019-04-17 00:00:00+00:00,2019-04-18 00:00:00+00:00,LONG,1,1097.398533181873,1102.583172462966,1063.8190293883763,EOD_FLAT,51.85,47.6,1
2019-04-18 00:00:00+00:00,2019-04-18 00:00:00+00:00,SHORT,1,1094.3755244261822,1076.0056674306718,1075.9056674306719,STOP_HIT,183.7,179.45,0
2019-04-22 00:00:00+00:00,2019-04-23 00:00:00+00:00,LONG,1,1099.2274818665787,1071.6733803914155,1054.742789554618,EOD_FLAT,-275.54,-279.79,1
2019-04-23 00:00:00+00:00,2019-04-23 00:00:00+00:00,SHORT,1,1083.3945033738594,1043.2852380333322,1043.1852380333323,STOP_HIT,401.09,396.84,0
2021-10-15 00:00:00+00:00,2021-10-18 00:00:00+00:00,LONG,1,671.9290245939933,664.8953283989393,650.4453220559623,EOD_FLAT,-70.34,-74.59,3
2021-10-18 00:00:00+00:00,2021-10-19 00:00:00+00:00,LONG,1,673.0069547845179,660.3607227717298,646.7431979158994,EOD_FLAT,-126.46,-130.71,1
2021-10-19 00:00:00+00:00,2021-10-20 00:00:00+00:00,LONG,1,668.1308597382166,654.6400439409776,641.8901436875169,EOD_FLAT,-134.91,-139.16,1
2021-10-20 00:00:00+00:00,2021-10-21 00:00:00+00:00,LONG,1,656.7945689291058,653.1171054146087,636.5894488051006,EOD_FLAT,-36.77,-41.02,1
2021-10-21 00:00:00+00:00,2021-10-22 00:00:00+00:00,LONG,1,653.4117579975227,646.7223606627582,635.3452212705796,EOD_FLAT,-66.89,-71.14,1
2021-10-22 00:00:00+00:00,2021-10-25 00:00:00+00:00,LONG,2,651.885524064162,648.5807180723366,629.0880774423152,EOD_FLAT,-66.1,-74.6,3
2021-10-25 00:00:00+00:00,2021-10-26 00:00:00+00:00,LONG,2,646.7531829133686,648.9366610929064,631.619845817181,EOD_FLAT,43.67,35.17,1
2021-10-26 00:00:00+00:00,2021-10-27 00:00:00+00:00,LONG,2,648.6525576245197,651.5800082763834,633.0286303380364,EOD_FLAT,58.55,50.05,1
2021-10-27 00:00:00+00:00,2021-10-27 00:00:00+00:00,SHORT,1,655.3067980321689,636.1168104849072,636.0168104849072,STOP_HIT,191.9,187.65,0
2021-11-10 00:00:00+00:00,2021-11-11 00:00:00+00:00,LONG,1,645.779051183822,641.4283362964513,628.2707860795265,EOD_FLAT,-43.51,-47.76,1
2021-11-11 00:00:00+00:00,2021-11-12 00:00:00+00:00,LONG,1,646.9929327151973,652.16211001973,625.4700435711042,EOD_FLAT,51.69,47.44,1
2021-11-12 00:00:00+00:00,2021-11-15 00:00:00+00:00,LONG,3,643.5973239826629,655.1831523886184,635.4726697668218,EOD_FLAT,347.57,334.82,3
2021-11-15 00:00:00+00:00,2021-11-15 00:00:00+00:00,SHORT,2,652.3144387925059,639.0144593342023,638.9144593342023,STOP_HIT,266.0,257.5,0
2021-11-29 00:00:00+00:00,2021-11-30 00:00:00+00:00,LONG,2,635.9106555253582,631.905174825975,621.2155878484075,EOD_FLAT,-80.11,-88.61,1
2021-11-30 00:00:00+00:00,2021-11-30 00:00:00+00:00,SHORT,2,632.5440647263797,618.7780229245461,618.6780229245461,STOP_HIT,275.32,266.82,0
2021-12-27 00:00:00+00:00,2021-12-28 00:00:00+00:00,LONG,1,658.5719606732737,650.9623743214728,637.8924350789936,EOD_FLAT,-76.1,-80.35,1
2021-12-28 00:00:00+00:00,2021-12-29 00:00:00+00:00,LONG,2,650.0003502761953,646.9595999928395,639.1184366569461,EOD_FLAT,-60.82,-69.32,1
2021-12-29 00:00:00+00:00,2021-12-30 00:00:00+00:00,LONG,1,651.9453757455675,647.4965060360954,634.9432773573371,EOD_FLAT,-44.49,-48.74,1
2021-12-30 00:00:00+00:00,2021-12-31 00:00:00+00:00,LONG,2,646.498829094965,643.3796609113391,635.9751034485641,EOD_FLAT,-62.38,-70.88,1
2021-12-31 00:00:00+00:00,2022-01-03 00:00:00+00:00,LONG,1,649.5375548301655,637.6907570752326,631.4116669545972,EOD_FLAT,-118.47,-122.72,3
2022-01-03 00:00:00+00:00,2022-01-04 00:00:00+00:00,LONG,2,640.23566216829,638.9956845311789,625.7710485014072,EOD_FLAT,-24.8,-33.3,1
2022-01-04 00:00:00+00:00,2022-01-05 00:00:00+00:00,LONG,3,636.7592934573136,639.8661688361489,627.412442768227,EOD_FLAT,93.21,80.46,1
2022-01-05 00:00:00+00:00,2022-01-06 00:00:00+00:00,LONG,2,643.4764825052611,642.9898085386172,628.0902506838158,EOD_FLAT,-9.73,-18.23,1
2022-01-06 00:00:00+00:00,2022-01-07 00:00:00+00:00,LONG,3,638.7536962486865,654.6870876078452,631.0232192086086,EOD_FLAT,478.0,465.25,1
2022-01-07 00:00:00+00:00,2022-01-07 00:00:00+00:00,SHORT,3,642.4870059512853,641.0680943035744,640.9680943035744,STOP_HIT,42.57,29.82,0
2022-05-25 00:00:00+00:00,2022-05-26 00:00:00+00:00,LONG,1,684.2974605795403,676.3415812796694,648.0384506316627,EOD_FLAT,-79.56,-83.81,1
2022-05-26 00:00:00+00:00,2022-05-27 00:00:00+00:00,LONG,2,670.777283233464,677.3658519740993,656.32495735058,EOD_FLAT,131.77,123.27,1
2022-05-27 00:00:00+00:00,2022-05-30 00:00:00+00:00,LONG,2,674.1924770670406,683.0202514079346,657.6964221971929,EOD_FLAT,176.56,168.06,3
2022-05-30 00:00:00+00:00,2022-05-30 00:00:00+00:00,SHORT,2,679.131691958277,664.0296610187377,663.9296610187376,STOP_HIT,302.04,293.54,0
2022-08-29 00:00:00+00:00,2022-08-30 00:00:00+00:00,LONG,1,707.3793391244624,693.9312366183667,680.3201601817057,EOD_FLAT,-134.48,-138.73,1
2022-08-30 00:00:00+00:00,2022-08-31 00:00:00+00:00,LONG,1,697.629916228112,691.5107273213669,674.2957496379377,EOD_FLAT,-61.19,-65.44,1
2022-08-31 00:00:00+00:00,2022-09-01 00:00:00+00:00,LONG,1,694.1425053351264,690.5598169255716,672.5452672122419,EOD_FLAT,-35.83,-40.08,1
2022-09-01 00:00:00+00:00,2022-09-02 00:00:00+00:00,LONG,1,692.245999648868,687.0118070687998,672.3786542186765,EOD_FLAT,-52.34,-56.59,1
2022-09-02 00:00:00+00:00,2022-09-05 00:00:00+00:00,LONG,1,693.3745752505424,690.4188357589044,668.8158485163096,EOD_FLAT,-29.56,-33.81,3
2022-09-05 00:00:00+00:00,2022-09-06 00:00:00+00:00,LONG,2,683.64376872495,687.9871383400139,672.0350741671732,EOD_FLAT,86.87,78.37,1
2022-09-06 00:00:00+00:00,2022-09-07 00:00:00+00:00,LONG,1,690.6883957816694,693.6194941001916,670.2599896624671,EOD_FLAT,29.31,25.06,1
2022-09-07 00:00:00+00:00,2022-09-07 00:00:00+00:00,SHORT,2,685.5410596638104,675.5346200918165,675.4346200918164,STOP_HIT,200.13,191.63,0
2023-04-07 00:00:00+00:00,2023-04-10 00:00:00+00:00,LONG,1,726.3814081031992,712.5503521646224,692.0842920836087,EOD_FLAT,-138.31,-142.56,3
2023-04-10 00:00:00+00:00,2023-04-11 00:00:00+00:00,LONG,1,716.1863493751598,710.4248268271072,694.7680713016701,EOD_FLAT,-57.62,-61.87,1
2023-04-11 00:00:00+00:00,2023-04-12 00:00:00+00:00,LONG,2,713.7948214209023,698.4021131881598,693.1338520319093,EOD_FLAT,-307.85,-316.35,1
2023-04-12 00:00:00+00:00,2023-04-13 00:00:00+00:00,LONG,1,707.543287442654,703.3092137513349,680.3772330565547,EOD_FLAT,-42.34,-46.59,1
2023-04-13 00:00:00+00:00,2023-04-14 00:00:00+00:00,LONG,3,696.8329825648046,711.7132681960251,685.1483469463024,EOD_FLAT,446.41,433.66,1
2023-04-14 00:00:00+00:00,2023-04-14 00:00:00+00:00,SHORT,2,704.4822980184066,692.9530985211545,692.8530985211545,STOP_HIT,230.58,222.08,0
2023-07-03 00:00:00+00:00,2023-07-04 00:00:00+00:00,LONG,1,795.9176914333939,779.0728971166496,760.6717256223949,EOD_FLAT,-168.45,-172.7,1
2023-07-04 00:00:00+00:00,2023-07-05 00:00:00+00:00,LONG,1,785.219710614002,779.1221642790583,756.4555212922238,EOD_FLAT,-60.98,-65.23,1
2023-07-05 00:00:00+00:00,2023-07-06 00:00:00+00:00,LONG,1,774.9684511765685,785.1801033937801,757.1945196344151,EOD_FLAT,102.12,97.87,1
2023-07-06 00:00:00+00:00,2023-07-06 00:00:00+00:00,SHORT,2,777.8844609813789,763.1130779075473,763.0130779075473,STOP_HIT,295.43,286.93,0
2023-08-31 00:00:00+00:00,2023-09-01 00:00:00+00:00,LONG,1,820.1843906946666,809.9718467798923,790.1635066345801,EOD_FLAT,-102.13,-106.38,1
2023-09-01 00:00:00+00:00,2023-09-04 00:00:00+00:00,LONG,1,811.0111115835732,813.0631640112958,789.4088812224828,EOD_FLAT,20.52,16.27,3
2023-09-04 00:00:00+00:00,2023-09-05 00:00:00+00:00,LONG,1,811.0145994157085,806.4772747639496,792.93112070781,EOD_FLAT,-45.37,-49.62,1
2023-09-05 00:00:00+00:00,2023-09-06 00:00:00+00:00,LONG,1,812.7672653361905,801.9666884050769,786.4853794309469,EOD_FLAT,-108.01,-112.26,1
2023-09-06 00:00:00+00:00,2023-09-07 00:00:00+00:00,LONG,1,804.9684738026189,799.7883516078616,782.678432052436,EOD_FLAT,-51.8,-56.05,1
2023-09-07 00:00:00+00:00,2023-09-08 00:00:00+00:00,LONG,1,803.540462449177,790.5824689525333,779.5039271675537,EOD_FLAT,-129.58,-133.83,1
2023-09-08 00:00:00+00:00,2023-09-11 00:00:00+00:00,LONG,1,798.5335552773238,787.949737489877,770.0931277597922,EOD_FLAT,-105.84,-110.09,3
2023-09-11 00:00:00+00:00,2023-09-12 00:00:00+00:00,LONG,1,791.7826019050937,788.8155312568489,767.6061121011095,EOD_FLAT,-29.67,-33.92,1
2023-09-12 00:00:00+00:00,2023-09-13 00:00:00+00:00,LONG,1,788.2226761403854,786.3368739338204,769.6940791336343,EOD_FLAT,-18.86,-23.11,1
2023-09-13 00:00:00+00:00,2023-09-14 00:00:00+00:00,LONG,1,788.23008977934,784.6893133334493,768.2255507096527,EOD_FLAT,-35.41,-39.66,1
2023-09-14 00:00:00+00:00,2023-09-14 00:00:00+00:00,SHORT,1,785.4915369624293,767.413688526818,767.3136885268179,STOP_HIT,180.78,176.53,0
2023-10-11 00:00:00+00:00,2023-10-12 00:00:00+00:00,LONG,1,805.5571908186381,788.7812081117232,769.2270434925143,EOD_FLAT,-167.76,-172.01,1
2023-10-12 00:00:00+00:00,2023-10-13 00:00:00+00:00,LONG,1,792.1386200306262,797.2384115990063,768.1045675651895,EOD_FLAT,51.0,46.75,1
2023-10-13 00:00:00+00:00,2023-10-13 00:00:00+00:00,SHORT,1,794.4691490375459,777.0500424599769,776.9500424599769,STOP_HIT,174.19,169.94,0
2023-10-16 00:00:00+00:00,2023-10-17 00:00:00+00:00,LONG,1,798.0880331374719,776.8779800410505,763.3621856105826,EOD_FLAT,-212.1,-216.35,1
2023-10-17 00:00:00+00:00,2023-10-18 00:00:00+00:00,LONG,1,784.1427199503444,770.4354470695974,755.312668388031,EOD_FLAT,-137.07,-141.32,1
2023-10-18 00:00:00+00:00,2023-10-19 00:00:00+00:00,LONG,1,775.5208505741339,770.1324223323801,749.352359573828,EOD_FLAT,-53.88,-58.13,1
2023-10-19 00:00:00+00:00,2023-10-20 00:00:00+00:00,LONG,2,765.9735606080131,767.9252236750505,749.6283707168012,EOD_FLAT,39.03,30.53,1
2023-10-20 00:00:00+00:00,2023-10-23 00:00:00+00:00,LONG,1,769.629512866789,776.8730183346992,748.3456994661457,EOD_FLAT,72.44,68.19,3
2023-10-23 00:00:00+00:00,2023-10-23 00:00:00+00:00,SHORT,2,770.8048078012723,757.4025308030591,757.3025308030591,STOP_HIT,268.05,259.55,0
2023-11-20 00:00:00+00:00,2023-11-21 00:00:00+00:00,LONG,1,781.5745210725194,779.0627742505689,761.499083040668,EOD_FLAT,-25.12,-29.37,1
2023-11-21 00:00:00+00:00,2023-11-22 00:00:00+00:00,LONG,2,778.7770731658779,779.8941311947302,762.3886946571188,EOD_FLAT,22.34,13.84,1
2023-11-22 00:00:00+00:00,2023-11-23 00:00:00+00:00,LONG,1,787.3787339389402,781.026875241116,762.8572138413388,EOD_FLAT,-63.52,-67.77,1
2023-11-23 00:00:00+00:00,2023-11-24 00:00:00+00:00,LONG,2,780.4808257299593,787.8025539994774,765.0328314170761,EOD_FLAT,146.43,137.93,1
2023-11-24 00:00:00+00:00,2023-11-24 00:00:00+00:00,SHORT,2,781.5265496264085,771.7132266543541,771.6132266543541,STOP_HIT,196.27,187.77,0
2023-12-07 00:00:00+00:00,2023-12-08 00:00:00+00:00,LONG,2,768.5762680670235,780.0230799918414,752.8991987253066,EOD_FLAT,228.94,220.44,1
2023-12-08 00:00:00+00:00,2023-12-08 00:00:00+00:00,SHORT,3,763.574458439076,762.3492913713156,762.2492913713156,STOP_HIT,36.76,24.01,0
